positionX, positionY, positionZ, phaseX, phaseY, phaseZ, myocyte_index, flag 
25.433600,40.141421,61.555635,6790.134987,12019.998346,14366.347845,0,0
38.727208,55.251263,22.806183,8873.701712,11922.794573,7564.200299,0,0
46.929646,44.949747,81.071782,9801.583899,10191.205694,19785.625529,0,0
34.484567,21.190960,70.323759,9817.850485,6648.868659,15384.112091,0,0
31.536962,45.634610,98.042345,8006.908043,13263.511458,21956.194446,0,0
56.099791,43.252691,68.061017,11260.215961,10737.618216,18237.457658,0,0
15.174869,49.157759,57.137354,9475.927208,9817.984293,15198.490865,-1,0
43.818377,50.040916,74.566400,10406.723355,11675.209887,14413.633489,0,0
46.081118,23.453701,45.150758,10381.482472,7925.672336,14858.256577,0,0
48.745880,57.231162,74.849242,12624.854015,12241.248361,17931.970558,0,0
55.414928,40.989949,57.878680,11891.723657,8677.142997,12414.472913,0,0
52.593505,11.018041,88.079378,10766.699487,6078.404157,18980.410245,-1,0
23.224713,12.078496,84.278477,6636.036976,7783.930996,19843.456838,-1,0
58.362532,44.949747,25.917453,13626.756856,11228.231529,10995.337888,0,0
27.979185,39.010051,70.323759,9532.111885,6754.472951,15979.097192,0,0
67.696348,66.282122,70.323764,12939.755330,16712.777847,14290.523839,0,0
74.560272,65.907981,52.484939,10337.018551,15513.233609,15236.352056,-1,0
48.180195,36.747309,10.643947,11561.581325,9957.388109,10124.920692,0,0
72.690872,22.553923,36.113160,13447.450823,5923.171047,15526.387087,-1,0
5.336169,4.242235,73.828388,6560.755522,7375.409123,16542.828441,-1,0
41.272792,41.838478,61.272792,10999.701445,12138.091663,15819.438138,0,0
58.362532,43.252691,47.979185,13137.222654,10507.265043,11906.982376,0,0
29.556844,45.947333,116.584460,13751.167454,10985.245938,23932.484313,-1,0
55.980613,44.503240,43.170859,12016.850351,13456.322959,16457.217342,0,0
44.384062,43.937554,44.302229,12483.969094,11941.770647,11710.203045,0,0
55.534105,59.091883,33.271364,11949.086165,11784.141611,13567.017369,0,0
60.223254,24.019387,40.625274,13044.494094,6966.529132,11835.440141,0,0
29.110556,53.435029,44.585072,9580.214523,12221.813199,14807.904917,0,0
24.019387,29.839906,68.061017,8988.165329,7974.951394,15912.252974,0,0
22.039488,21.875823,70.889444,6743.366442,9199.805862,16660.473772,0,0
58.362532,42.404163,69.758074,11838.274559,11674.492275,17137.363556,0,0
41.838478,43.818377,69.192388,10898.219137,11447.225327,13806.101485,0,0
25.165654,48.432035,39.654960,9120.782561,12393.810400,15646.378528,-1,0
41.555635,37.312994,91.536962,9142.308950,9433.803822,19015.029045,0,0
42.794198,9.163090,32.559829,11790.390126,3210.606258,9749.344223,-1,0
43.535534,25.880108,68.626703,11440.165573,8327.478411,17424.197179,0,0
37.595837,42.404163,86.162951,6916.300456,11571.030030,18918.896463,0,0
51.335952,54.283557,58.161522,8468.447525,10667.754891,12879.528558,0,0
32.221825,50.606602,75.980613,9762.475539,10875.667120,15172.721104,0,0
1.388657,19.647004,17.205284,6244.428560,9005.947589,10303.167078,-1,0
41.838478,40.989949,58.727208,8859.239964,7952.001095,14952.604420,0,0
72.814183,57.309467,84.091759,14668.044756,13892.899488,18540.434027,-1,0
28.342051,4.902838,62.545685,4698.266646,9015.878655,15530.204528,-1,0
47.212489,31.938983,33.554206,10747.031222,8398.568381,12373.319299,0,0
47.212489,39.010051,76.829141,10828.594575,10240.126169,17046.514476,0,0
44.830570,46.929646,103.699199,9017.080854,12175.669210,20622.087844,0,0
38.727208,35.169430,55.333095,8216.991845,11961.667173,13439.415707,0,0
37.476659,24.302229,59.858579,8528.515542,7049.363866,15897.997701,0,0
13.809678,72.427768,66.521390,8575.102782,14139.499867,13162.696119,-1,0
57.677670,43.252691,80.788939,12480.070138,12785.856158,17964.112804,0,0
22.605173,41.153615,46.847814,8555.431480,7820.362183,13484.353758,0,0
46.646804,42.806183,81.071782,10420.141414,13133.869186,19477.816291,0,0
37.759502,38.846385,70.040916,7081.207286,12614.924213,16395.206906,0,0
58.645375,34.201724,74.283557,13276.147181,8020.789837,16376.892840,0,0
55.414928,36.583644,82.203153,12691.373956,11190.854763,18470.740671,0,0
43.252691,39.858579,31.291465,11064.171442,9946.665541,14317.331203,0,0
37.878680,46.765981,47.413499,8892.905222,11554.119781,14666.178090,0,0
52.586501,29.557063,57.595837,11701.984587,8986.506577,16583.051236,0,0
32.951176,29.110556,56.747309,8229.805214,9527.826396,14211.712077,0,0
42.969848,37.878680,54.484567,8988.371804,8193.097089,15012.114527,0,0
36.747309,24.704250,72.586501,12532.498740,10655.874154,16130.734827,0,0
30.241926,32.504668,69.192388,9533.616186,11879.201962,15654.563464,0,0
63.036277,48.852377,30.707061,11336.891485,13029.248652,8132.428449,-1,0
48.343860,47.212489,67.778175,9551.160920,12778.203394,14396.357456,0,0
40.141421,44.264885,52.504668,13590.580465,8809.641856,10994.367737,0,0
76.899899,35.589066,40.574539,12350.507505,7751.425635,13350.349732,-1,0
30.524769,22.203153,96.628131,7901.746725,7116.551919,20925.869155,0,0
